,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hasan Communications Oy,30.12.2015,
1,Y-tunnus,2733033-3,,
2,Kotipaikka,Helsinki,30.12.2015,
3,Yritysmuoto,Osakeyhtiö,30.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.12.2015,,
6,Lakkaamisajankohta,31.10.2020,31.10.2020,
7,Viimeisin rekisteröintiajankohta,11.03.2021,11.03.2021,
8,Yrityksen tiedot järjestelmässä alkaen,30.12.2015,,
9,Yrityksen tila,Lakannut,31.10.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
