,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pro Clean Siivouspalvelut Oy,19.11.2015,
1,Y-tunnus,2723268-8,,
2,Kotipaikka,Lahti,19.11.2015,
3,Yritysmuoto,Osakeyhtiö,19.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.11.2015,,
6,Lakkaamisajankohta,19.01.2018,19.01.2018,
7,Viimeisin rekisteröintiajankohta,19.01.2018,19.01.2018,
8,Yrityksen tiedot järjestelmässä alkaen,19.11.2015,,
9,Yrityksen tila,Lakannut,19.01.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
