,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Codelio Oy,20.02.2015,
1,Y-tunnus,2676281-2,,
2,Kotipaikka,Helsinki,20.02.2015,
3,Yritysmuoto,Osakeyhtiö,20.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.02.2015,,
6,Viimeisin rekisteröintiajankohta,20.03.2023,20.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.02.2015,,
8,Yrityksen tila,Rekisterissä,20.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.03.2023,
11,Yhteystiedot,,18.05.2021,
12,Postiosoite,c/o Aurora Tulilaulu  Asemapäällikönkatu 3 B 52  00520  Helsinki  Suomi,,
13,Käyntiosoite,c/o Aurora Tulilaulu  Asemapäällikönkatu 3 B 52  00520  Helsinki  Suomi,,
14,Sähköposti,tulilaulu(a)gmail.com,,
15,Www,http://www.codelio.com,,
