,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nilsiän Kulta ja Kello Oy,02.10.2015,
1,Y-tunnus,2714151-6,,
2,Kotipaikka,Kuopio,02.10.2015,
3,Yritysmuoto,Osakeyhtiö,02.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.10.2015,,
6,Lakkaamisajankohta,21.11.2018,21.11.2018,
7,Viimeisin rekisteröintiajankohta,21.11.2018,21.11.2018,
8,Yrityksen tiedot järjestelmässä alkaen,02.10.2015,,
9,Yrityksen tila,Lakannut,21.11.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
