,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Maatili Oy,11.06.2015,
1,Y-tunnus,2693578-7,,
2,Kotipaikka,Iisalmi,11.06.2015,
3,Yritysmuoto,Osakeyhtiö,11.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.06.2015,,
6,Viimeisin rekisteröintiajankohta,23.06.2022,23.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.06.2015,,
8,Yrityksen tila,Rekisterissä,11.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.03.2020,
11,Yhteystiedot,,04.08.2015,
12,Postiosoite,Pitkälahdenkatu 1  74120  Iisalmi  Suomi,,
13,Käyntiosoite,Pitkälahdenkatu 1  74120  Iisalmi  Suomi,,
14,Puhelin,+358400906231,,
15,Sähköposti,juho.pikkarainen(a)maatili.fi,,
16,Www,http://www.maatili.fi,,
