,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Puotinharjun Baari Oy,15.04.2015,
1,Y-tunnus,2683836-2,,
2,Kotipaikka,Helsinki,15.04.2015,
3,Yritysmuoto,Osakeyhtiö,15.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.04.2015,,
6,Lakkaamisajankohta,10.01.2022,10.01.2022,
7,Viimeisin rekisteröintiajankohta,10.01.2022,10.01.2022,
8,Yrityksen tiedot järjestelmässä alkaen,15.04.2015,,
9,Yrityksen tila,Lakannut,10.01.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
