,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,DigitiZ Oy,26.03.2018,
1,Y-tunnus,2711388-1,,
2,Kotipaikka,Pirkkala,26.03.2018,
3,Yritysmuoto,Osakeyhtiö,05.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.10.2015,,
6,Viimeisin rekisteröintiajankohta,24.11.2022,24.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.10.2015,,
8,Yrityksen tila,Rekisterissä,05.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.10.2019,
11,Yhteystiedot,,09.03.2018,
12,Postiosoite,Isomäenkuja 1-3 D  33950  Pirkkala  Suomi,,
13,Käyntiosoite,Isomäenkuja 1-3 D  33950  Pirkkala  Suomi,,
14,Puhelin,050-4860568,,
15,Sähköposti,shengfan.hon(a)gmail.com,,
