,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tupa Rakennus Oy,22.01.2015,
1,Y-tunnus,2664739-8,,
2,Kotipaikka,Helsinki,22.01.2015,
3,Yritysmuoto,Osakeyhtiö,22.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2015,,
6,Lakkaamisajankohta,30.08.2022,30.08.2022,
7,Viimeisin rekisteröintiajankohta,30.08.2022,30.08.2022,
8,Yrityksen tiedot järjestelmässä alkaen,22.01.2015,,
9,Yrityksen tila,Lakannut,30.08.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
