,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mukava Ruoka Oy,30.01.2015,
1,Y-tunnus,2666663-6,,
2,Kotipaikka,Jyväskylä,30.01.2015,
3,Yritysmuoto,Osakeyhtiö,30.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.01.2015,,
6,Lakkaamisajankohta,23.10.2018,23.10.2018,
7,Viimeisin rekisteröintiajankohta,23.10.2018,23.10.2018,
8,Yrityksen tiedot järjestelmässä alkaen,30.01.2015,,
9,Yrityksen tila,Lakannut,23.10.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
