,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sea Granite Finland Oy,24.06.2015,
1,Y-tunnus,2696554-8,,
2,Kotipaikka,Merikarvia,24.06.2015,
3,Yritysmuoto,Osakeyhtiö,24.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.06.2015,,
6,Lakkaamisajankohta,01.02.2022,01.02.2022,
7,Viimeisin rekisteröintiajankohta,25.03.2022,25.03.2022,
8,Yrityksen tiedot järjestelmässä alkaen,24.06.2015,,
9,Yrityksen tila,Lakannut,01.02.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
