,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen kalastustukku Oy,11.08.2015,
1,Y-tunnus,2703027-7,,
2,Kotipaikka,Espoo,11.08.2015,
3,Yritysmuoto,Osakeyhtiö,11.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.08.2015,,
6,Lakkaamisajankohta,30.08.2018,30.08.2018,
7,Viimeisin rekisteröintiajankohta,30.08.2018,30.08.2018,
8,Yrityksen tiedot järjestelmässä alkaen,11.08.2015,,
9,Yrityksen tila,Lakannut,30.08.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
