,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KIINTEISTÖ OSAKEYHTIÖ VILLA KOIVUNIEMI,30.11.2015,
1,Y-tunnus,2723039-1,,
2,Kotipaikka,Lahti,30.11.2015,
3,Yritysmuoto,Osakeyhtiö,30.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.11.2015,,
6,Lakkaamisajankohta,05.01.2018,05.01.2018,
7,Viimeisin rekisteröintiajankohta,06.03.2018,06.03.2018,
8,Yrityksen tiedot järjestelmässä alkaen,30.11.2015,,
9,Yrityksen tila,Lakannut,05.01.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
