,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,OPTI CLEANING SERVICES OY,05.02.2016,
1,Y-tunnus,2735092-4,,
2,Kotipaikka,Kärkölä,26.05.2017,
3,Yritysmuoto,Osakeyhtiö,05.02.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.02.2016,,
6,Viimeisin rekisteröintiajankohta,16.05.2023,16.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.02.2016,,
8,Yrityksen tila,Rekisterissä,05.02.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.05.2020,
11,Yhteystiedot,,03.10.2016,
12,Postiosoite,c/o Janne Kananen  Meritie 218  16540  Mertie  Suomi,,
13,Käyntiosoite,c/o Janne Kananen  Meritie 218  16540  Mertie  Suomi,,
14,Puhelin,0405406672,,
15,Sähköposti,jannekana(a)gmail.com,,
