,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Vula Imports Oy,31.03.2017,
1,Y-tunnus,2693767-8,,
2,Kotipaikka,Turku,10.06.2015,
3,Yritysmuoto,Osakeyhtiö,10.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.06.2015,,
6,Lakkaamisajankohta,02.12.2021,02.12.2021,
7,Viimeisin rekisteröintiajankohta,03.12.2021,03.12.2021,
8,Yrityksen tiedot järjestelmässä alkaen,10.06.2015,,
9,Yrityksen tila,Lakannut,02.12.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
