,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Roundies Entertainment Oy,17.02.2023,
1,Y-tunnus,2671138-8,,
2,Kotipaikka,Helsinki,25.02.2015,
3,Yritysmuoto,Osakeyhtiö,25.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.02.2015,,
6,Viimeisin rekisteröintiajankohta,17.02.2023,17.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,25.02.2015,,
8,Yrityksen tila,Rekisterissä,25.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.12.2022,
11,Yhteystiedot,,28.01.2015,
12,Postiosoite,Ratakatu 21 A 5  00120  Helsinki  Suomi,,
13,Käyntiosoite,Ratakatu 21 A 5  00120  Helsinki  Suomi,,
14,Puhelin,0403518882,,
15,Sähköposti,marikakorkeamaki03(a)gmail.com,,
