,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ennuro Oy,23.06.2015,
1,Y-tunnus,2694671-8,,
2,Kotipaikka,Kirkkonummi,23.06.2015,
3,Yritysmuoto,Osakeyhtiö,23.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.06.2015,,
6,Viimeisin rekisteröintiajankohta,04.04.2023,04.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,23.06.2015,,
8,Yrityksen tila,Rekisterissä,23.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.02.2020,
11,Yhteystiedot,,09.08.2019,
12,Postiosoite,Larin Kyöstin tie 3b  00650  Helsinki  Suomi,,
13,Käyntiosoite,Larin Kyöstin tie 3b  00650  Helsinki  Suomi,,
14,Puhelin,"0504836589, 0504836589",,
15,Sähköposti,eero.nikula(a)gmail.com,,
