,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,BB Redax Oy,06.05.2015,
1,Y-tunnus,2688074-7,,
2,Kotipaikka,Helsinki,06.05.2015,
3,Yritysmuoto,Osakeyhtiö,06.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.05.2015,,
6,Lakkaamisajankohta,05.03.2018,05.03.2018,
7,Viimeisin rekisteröintiajankohta,05.03.2018,05.03.2018,
8,Yrityksen tiedot järjestelmässä alkaen,06.05.2015,,
9,Yrityksen tila,Lakannut,05.03.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
