,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Acoria Oy,15.09.2015,
1,Y-tunnus,2706014-2,,
2,Kotipaikka,Turku,15.09.2015,
3,Yritysmuoto,Osakeyhtiö,15.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,15.09.2015,,
6,Viimeisin rekisteröintiajankohta,14.04.2023,14.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,15.09.2015,,
8,Yrityksen tila,Rekisterissä,15.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.03.2021,
11,Yhteystiedot,,23.08.2015,
12,Postiosoite,c/o Aalto Tiina  Auringonsuomustie 14  20100  Turku  Suomi,,
13,Käyntiosoite,c/o Aalto Tiina  Auringonsuomustie 14  20100  Turku  Suomi,,
14,Puhelin,0503789937,,
15,Sähköposti,tiina.aalto(a)pp.inet.fi,,
