,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Swan Man Oy,17.09.2015,
1,Y-tunnus,2709845-8,,
2,Kotipaikka,Nokia,17.09.2015,
3,Yritysmuoto,Osakeyhtiö,17.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.09.2015,,
6,Viimeisin rekisteröintiajankohta,10.07.2018,10.07.2018,
7,Yrityksen tiedot järjestelmässä alkaen,17.09.2015,,
8,Yrityksen tila,Rekisterissä,17.09.2015,
9,Yrityksen tilanne,Konkurssissa,10.07.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,08.09.2015,
13,Postiosoite,Vamppukatu 3  37200  Siuro  Suomi,,
14,Käyntiosoite,Vamppukatu 3  37200  Siuro  Suomi,,
15,Puhelin,0407649252,,
16,Sähköposti,jani.schulze72(a)gmail.com,,
