,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Vantaan Tähtäinkuja 3,01.01.2016,
1,Y-tunnus,2702534-7,,
2,Kotipaikka,Helsinki,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Lakkaamisajankohta,28.11.2018,28.11.2018,
7,Viimeisin rekisteröintiajankohta,28.11.2018,28.11.2018,
8,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
9,Yrityksen tila,Lakannut,28.11.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
