,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Exsmith Oy,03.07.2015,
1,Y-tunnus,2673371-2,,
2,Kotipaikka,Helsinki,10.02.2015,
3,Yritysmuoto,Osakeyhtiö,10.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.02.2015,,
6,Lakkaamisajankohta,08.12.2020,08.12.2020,
7,Viimeisin rekisteröintiajankohta,15.03.2021,15.03.2021,
8,Yrityksen tiedot järjestelmässä alkaen,10.02.2015,,
9,Yrityksen tila,Lakannut,08.12.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
