,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RK-Staff Oy,28.04.2015,
1,Y-tunnus,2686200-4,,
2,Kotipaikka,Lahti,28.04.2015,
3,Yritysmuoto,Osakeyhtiö,28.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.04.2015,,
6,Lakkaamisajankohta,20.02.2018,20.02.2018,
7,Viimeisin rekisteröintiajankohta,20.02.2018,20.02.2018,
8,Yrityksen tiedot järjestelmässä alkaen,28.04.2015,,
9,Yrityksen tila,Lakannut,20.02.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
