,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KBC garage Oy,26.02.2015,
1,Y-tunnus,2677606-9,,
2,Kotipaikka,Leppävirta,26.02.2015,
3,Yritysmuoto,Osakeyhtiö,26.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Viimeisin rekisteröintiajankohta,20.10.2022,20.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
8,Yrityksen tila,Rekisterissä,26.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.10.2022,
11,Yhteystiedot,,28.10.2017,
12,Postiosoite,c/o Mikko Vehvilainen  Harjuntie 29 C  79140  Kotalahti  Suomi,,
13,Käyntiosoite,Harjuntie 29 C  79140  Kotalahti  Suomi,,
14,Puhelin,"040-7410292, 040-7410292",,
15,Sähköposti,kbcgarage(a)gmail.com,,
16,Www,http://www.kbc-garage.com,,
