,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Putki ja Saneeraus Laurila Oy,01.04.2015,
1,Y-tunnus,2678071-1,,
2,Kotipaikka,Lapinjärvi,01.04.2015,
3,Yritysmuoto,Osakeyhtiö,01.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.04.2015,,
6,Lakkaamisajankohta,28.03.2019,28.03.2019,
7,Viimeisin rekisteröintiajankohta,30.05.2019,30.05.2019,
8,Yrityksen tiedot järjestelmässä alkaen,01.04.2015,,
9,Yrityksen tila,Lakannut,28.03.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
