,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Huoltopalvelu M. Bloigu Oy,10.12.2015,
1,Y-tunnus,2727439-4,,
2,Kotipaikka,Sipoo,10.12.2015,
3,Yritysmuoto,Osakeyhtiö,10.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.12.2015,,
6,Viimeisin rekisteröintiajankohta,12.04.2023,12.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,10.12.2015,,
8,Yrityksen tila,Rekisterissä,10.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.11.2019,
11,Yhteystiedot,,27.11.2015,
12,Postiosoite,Vanikontie 71  04240  Talma  Suomi,,
13,Käyntiosoite,Vanikontie 71  04240  Talma  Suomi,,
14,Puhelin,040 5350067,,
15,Sähköposti,matti.bloigu(a)elisanet.fi,,
