,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Artificial Production Oy,04.06.2015,
1,Y-tunnus,2693689-4,,
2,Kotipaikka,Pieksämäki,04.06.2015,
3,Yritysmuoto,Osakeyhtiö,04.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.06.2015,,
6,Lakkaamisajankohta,07.12.2020,07.12.2020,
7,Viimeisin rekisteröintiajankohta,08.12.2020,08.12.2020,
8,Yrityksen tiedot järjestelmässä alkaen,04.06.2015,,
9,Yrityksen tila,Lakannut,07.12.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
