,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Energiaa Arkeen Oy,17.08.2015,
1,Y-tunnus,2702636-6,,
2,Kotipaikka,Helsinki,17.08.2015,
3,Yritysmuoto,Osakeyhtiö,17.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.08.2015,,
6,Viimeisin rekisteröintiajankohta,22.03.2023,22.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.08.2015,,
8,Yrityksen tila,Rekisterissä,17.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,21.04.2019,
12,Postiosoite,c/o Kirsi Kankaanpää  Välimerenkatu 24 A 3  00220  Helsinki  Suomi,,
13,Käyntiosoite,c/o Kirsi Kankaanpää  Välimerenkatu 24 A 3  00220  Helsinki  Suomi,,
14,Puhelin,+358405071170,,
15,Sähköposti,kirsi(a)kankaanpaa.eu,,
