,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,KONYA NOUTOTUKKU OY,26.05.2015,
1,Y-tunnus,2690278-2,,
2,Kotipaikka,Pori,26.05.2015,
3,Yritysmuoto,Osakeyhtiö,26.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.05.2015,,
6,Lakkaamisajankohta,29.05.2017,29.05.2017,
7,Viimeisin rekisteröintiajankohta,29.05.2017,29.05.2017,
8,Yrityksen tiedot järjestelmässä alkaen,26.05.2015,,
9,Yrityksen tila,Lakannut,29.05.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
