,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Caller Oy,16.07.2015,
1,Y-tunnus,2697021-6,,
2,Kotipaikka,Vantaa,16.07.2015,
3,Yritysmuoto,Osakeyhtiö,16.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.07.2015,,
6,Viimeisin rekisteröintiajankohta,20.03.2020,20.03.2020,
7,Yrityksen tiedot järjestelmässä alkaen,16.07.2015,,
8,Yrityksen tila,Rekisterissä,16.07.2015,
9,Yrityksen tilanne,Selvitystilassa,20.03.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,17.06.2015,
13,Postiosoite,Kuohurinne 1 C 39  01600  Vantaa  Suomi,,
14,Puhelin,046 6689558,,
15,Sähköposti,1092009481(a)qq.com,,
