,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kuljetus M. Viertola Oy,26.02.2015,
1,Y-tunnus,2673437-9,,
2,Kotipaikka,Kurikka,26.02.2015,
3,Yritysmuoto,Osakeyhtiö,26.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,26.02.2015,,
6,Viimeisin rekisteröintiajankohta,31.05.2022,31.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,26.02.2015,,
8,Yrityksen tila,Rekisterissä,26.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,30.01.2020,
11,Yhteystiedot,,05.02.2015,
12,Postiosoite,Myllärintie 111  66360  Kesti  Suomi,,
13,Käyntiosoite,Myllärintie 111  66360  Kesti  Suomi,,
14,Puhelin,0400169270,,
15,Sähköposti,martti.viertola(a)gmail.com,,
