,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Huukka Oy,03.12.2015,
1,Y-tunnus,2728028-4,,
2,Kotipaikka,Helsinki,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Lakkaamisajankohta,30.04.2016,30.04.2016,
7,Viimeisin rekisteröintiajankohta,10.10.2016,10.10.2016,
8,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
9,Yrityksen tila,Lakannut,30.04.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
