,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Raision Kellarimäenkatu 4,22.01.2016,
1,Y-tunnus,2735646-1,,
2,Kotipaikka,Raisio,22.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.01.2016,,
6,Lakkaamisajankohta,31.03.2019,31.03.2019,
7,Viimeisin rekisteröintiajankohta,01.07.2019,01.07.2019,
8,Yrityksen tiedot järjestelmässä alkaen,22.01.2016,,
9,Yrityksen tila,Lakannut,31.03.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
