,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rannelukko Oy,06.02.2015,
1,Y-tunnus,2668025-1,,
2,Kotipaikka,Jyväskylä,06.02.2015,
3,Yritysmuoto,Osakeyhtiö,06.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.02.2015,,
6,Lakkaamisajankohta,21.12.2018,21.12.2018,
7,Viimeisin rekisteröintiajankohta,25.04.2019,25.04.2019,
8,Yrityksen tiedot järjestelmässä alkaen,06.02.2015,,
9,Yrityksen tila,Lakannut,21.12.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
