,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Innocolo Oy,13.04.2015,
1,Y-tunnus,2684567-7,,
2,Kotipaikka,Oulu,13.04.2015,
3,Yritysmuoto,Osakeyhtiö,13.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.04.2015,,
6,Lakkaamisajankohta,31.12.2017,31.12.2017,
7,Viimeisin rekisteröintiajankohta,28.04.2018,28.04.2018,
8,Yrityksen tiedot järjestelmässä alkaen,13.04.2015,,
9,Yrityksen tila,Lakannut,31.12.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
