,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Auratum Navigatortalo Oy,01.01.2016,
1,Y-tunnus,2705750-9,,
2,Kotipaikka,Helsinki,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Lakkaamisajankohta,31.08.2016,31.08.2016,
7,Viimeisin rekisteröintiajankohta,11.10.2016,11.10.2016,
8,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
9,Yrityksen tila,Lakannut,31.08.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
