,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CCR Rooms Oy,11.08.2015,
1,Y-tunnus,2703226-4,,
2,Kotipaikka,Helsinki,11.08.2015,
3,Yritysmuoto,Osakeyhtiö,11.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.08.2015,,
6,Viimeisin rekisteröintiajankohta,10.07.2021,10.07.2021,
7,Yrityksen tiedot järjestelmässä alkaen,11.08.2015,,
8,Yrityksen tila,Rekisterissä,11.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.06.2020,
11,Yhteystiedot,,04.11.2021,
12,Postiosoite,Siilasvuonkatu 1 C 1  90130  Oulu  Suomi,,
13,Käyntiosoite,Siilasvuonkatu 1 C 1  90130  Oulu  Suomi,,
14,Puhelin,"0400686221, 0400686221",,
15,Sähköposti,santeri.kanninen(a)gmail.com,,
