,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AKU-Asennus OY,12.06.2015,
1,Y-tunnus,2687764-4,,
2,Kotipaikka,Tampere,12.06.2015,
3,Yritysmuoto,Osakeyhtiö,12.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.06.2015,,
6,Viimeisin rekisteröintiajankohta,21.01.2023,21.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.06.2015,,
8,Yrityksen tila,Rekisterissä,12.06.2015,
9,Yrityksen tilanne,Konkurssissa,04.10.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,23.09.2020,
12,Yhteystiedot,,23.04.2015,
13,Postiosoite,Viinikanpuisto 27  33100  Tampere  Suomi,,
14,Puhelin,0407738448,,
15,Sähköposti,kaiyui1492(a)gmail.com,,
