,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Green Soul Oy,05.02.2015,
1,Y-tunnus,2664752-3,,
2,Kotipaikka,Oulu,05.02.2015,
3,Yritysmuoto,Osakeyhtiö,05.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.02.2015,,
6,Lakkaamisajankohta,22.06.2016,22.06.2016,
7,Viimeisin rekisteröintiajankohta,22.06.2016,22.06.2016,
8,Yrityksen tiedot järjestelmässä alkaen,05.02.2015,,
9,Yrityksen tila,Lakannut,22.06.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
