,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Haikara Corp Oy,20.09.2016,
1,Y-tunnus,2716727-3,,
2,Kotipaikka,Espoo,14.10.2015,
3,Yritysmuoto,Osakeyhtiö,14.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.10.2015,,
6,Lakkaamisajankohta,20.01.2020,20.01.2020,
7,Viimeisin rekisteröintiajankohta,20.01.2020,20.01.2020,
8,Yrityksen tiedot järjestelmässä alkaen,14.10.2015,,
9,Yrityksen tila,Lakannut,20.01.2020,
10,Yrityksellä on yrityskiinnityksiä,Kyllä,,
