,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lumowa Line Oy,28.11.2016,
1,Y-tunnus,2678286-4,,
2,Kotipaikka,Masku,28.11.2016,
3,Yritysmuoto,Osakeyhtiö,04.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.03.2015,,
6,Lakkaamisajankohta,31.08.2021,31.08.2021,
7,Viimeisin rekisteröintiajankohta,31.08.2021,31.08.2021,
8,Yrityksen tiedot järjestelmässä alkaen,04.03.2015,,
9,Yrityksen tila,Lakannut,31.08.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
