,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Colorido Oy,11.09.2015,
1,Y-tunnus,2709271-8,,
2,Kotipaikka,Espoo,11.09.2015,
3,Yritysmuoto,Osakeyhtiö,11.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.09.2015,,
6,Lakkaamisajankohta,22.06.2017,22.06.2017,
7,Viimeisin rekisteröintiajankohta,22.06.2017,22.06.2017,
8,Yrityksen tiedot järjestelmässä alkaen,11.09.2015,,
9,Yrityksen tila,Lakannut,22.06.2017,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
