,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Even Paari Oy,09.12.2015,
1,Y-tunnus,2725700-9,,
2,Kotipaikka,Muonio,09.12.2015,
3,Yritysmuoto,Osakeyhtiö,09.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,09.12.2015,,
6,Viimeisin rekisteröintiajankohta,07.02.2023,07.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,09.12.2015,,
8,Yrityksen tila,Rekisterissä,09.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,16.04.2021,
12,Postiosoite,Oloksentie 6  99300  Muonio  Suomi,,
13,Käyntiosoite,Lahenrannantie 5  99300  Muonio  Suomi,,
14,Puhelin,"+358408414630, +358408414630",,
15,Sähköposti,minna(a)hyoky.fi,,
