,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Arvohuoneistot Oy,05.08.2015,
1,Y-tunnus,2702398-2,,
2,Kotipaikka,Turku,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,28.05.2020,28.05.2020,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,16.06.2022,
12,Postiosoite,c/o Aurajoen Isännöinti Oy  Ratapihankatu 53 A  20100  Turku  Suomi,,
13,Käyntiosoite,c/o Aurajoen Isännöinti Oy  Ratapihankatu 53 A  20100  Turku  Suomi,,
14,Puhelin,0400614111,,
15,Sähköposti,pertti.peiponen(a)aurajoenisannointi.fi,,
