,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Detelina Oy,16.07.2015,
1,Y-tunnus,2699008-1,,
2,Kotipaikka,Espoo,16.07.2015,
3,Yritysmuoto,Osakeyhtiö,16.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.07.2015,,
6,Viimeisin rekisteröintiajankohta,08.04.2022,08.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.07.2015,,
8,Yrityksen tila,Rekisterissä,16.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.05.2020,
11,Yhteystiedot,,30.06.2016,
12,Postiosoite,c/o Laura Pietikäinen  Kukkaromäki 3 A 9  02770  Espoo  Suomi,,
13,Käyntiosoite,c/o Laura Pietikäinen  Kukkaromäki 3 A 9  02770  Espoo  Suomi,,
14,Puhelin,0505891720,,
15,Sähköposti,laura.pietikainen(a)outlook.com,,
