,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Konekauppa Oy,27.01.2016,
1,Y-tunnus,2738050-9,,
2,Kotipaikka,Tuusniemi,27.01.2016,
3,Yritysmuoto,Osakeyhtiö,27.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2016,,
6,Lakkaamisajankohta,07.03.2023,07.03.2023,
7,Viimeisin rekisteröintiajankohta,07.03.2023,07.03.2023,
8,Yrityksen tiedot järjestelmässä alkaen,27.01.2016,,
9,Yrityksen tila,Lakannut,07.03.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
