,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Backyard Promotion Oy,07.08.2019,
1,Y-tunnus,2711491-3,,
2,Kotipaikka,Helsinki,07.08.2019,
3,Yritysmuoto,Osakeyhtiö,07.08.2019,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.10.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.10.2015,,
8,Yrityksen tila,Rekisterissä,13.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.05.2020,
11,Yhteystiedot,,27.05.2020,
12,Postiosoite,Hämeentie 28 C 35  00530  Helsinki  Suomi,,
13,Käyntiosoite,Hämeentie 28 C 35  00530  Helsinki  Suomi,,
14,Puhelin,"040-5761729, 040-5761729",,
15,Sähköposti,aapo.markkula(a)gmail.com,,
