,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suunnittelutoimisto Eden Oy,27.01.2015,
1,Y-tunnus,2667778-1,,
2,Kotipaikka,Helsinki,27.01.2015,
3,Yritysmuoto,Osakeyhtiö,27.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.01.2015,,
6,Viimeisin rekisteröintiajankohta,17.03.2022,17.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.01.2015,,
8,Yrityksen tila,Rekisterissä,27.01.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,10.07.2019,
11,Yhteystiedot,,28.12.2020,
12,Postiosoite,Rukatunturintie 3 L 87  00970  Helsinki  Suomi,,
13,Käyntiosoite,Rukatunturintie 3 L 87  00970  Helsinki  Suomi,,
14,Puhelin,0500-100035,,
15,Sähköposti,nina(a)suunnittelueden.fi,,
16,Www,http://www.suunnittelueden.fi,,
