,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Varsinais-Suomen Pintaurakointi Oy,10.12.2015,
1,Y-tunnus,2729711-5,,
2,Kotipaikka,Salo,10.12.2015,
3,Yritysmuoto,Osakeyhtiö,10.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,10.12.2015,,
6,Lakkaamisajankohta,04.05.2020,04.05.2020,
7,Viimeisin rekisteröintiajankohta,04.05.2020,04.05.2020,
8,Yrityksen tiedot järjestelmässä alkaen,10.12.2015,,
9,Yrityksen tila,Lakannut,04.05.2020,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
