,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kallion linja ravintolat oy,20.04.2015,
1,Y-tunnus,2683958-4,,
2,Kotipaikka,Helsinki,20.04.2015,
3,Yritysmuoto,Osakeyhtiö,20.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.04.2015,,
6,Lakkaamisajankohta,31.12.2016,31.12.2016,
7,Viimeisin rekisteröintiajankohta,20.06.2017,20.06.2017,
8,Yrityksen tiedot järjestelmässä alkaen,20.04.2015,,
9,Yrityksen tila,Lakannut,31.12.2016,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
