,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistöyhtiö Patela Oy,23.02.2015,
1,Y-tunnus,2676381-5,,
2,Kotipaikka,Hankasalmi,23.02.2015,
3,Yritysmuoto,Osakeyhtiö,23.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.02.2015,,
6,Viimeisin rekisteröintiajankohta,20.06.2022,20.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.02.2015,,
8,Yrityksen tila,Rekisterissä,23.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.06.2022,
11,Yhteystiedot,,14.01.2021,
12,Postiosoite,c/o Jukka Kokkonen  Palosenmäentie 23  41490  Niemisjärvi  Suomi,,
