,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kurkota Oy,03.12.2015,
1,Y-tunnus,2726700-4,,
2,Kotipaikka,Vantaa,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,03.05.2023,03.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.06.2020,
11,Yhteystiedot,,24.11.2015,
12,Postiosoite,Raappavuorenkuja 1 D 40  01620  Vantaa  Suomi,,
13,Puhelin,0400455631,,
14,Sähköposti,jukka.tenhunen66(a)gmail.com,,
