,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Ringside Mediacorp Oy,30.06.2015,
1,Y-tunnus,2695995-7,,
2,Kotipaikka,Tampere,30.06.2015,
3,Yritysmuoto,Osakeyhtiö,30.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.06.2015,,
6,Viimeisin rekisteröintiajankohta,23.03.2021,23.03.2021,
7,Yrityksen tiedot järjestelmässä alkaen,30.06.2015,,
8,Yrityksen tila,Rekisterissä,30.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.03.2020,
11,Yhteystiedot,,02.03.2016,
12,Postiosoite,Pienkodinkatu 9 F 15  33560  Tampere  Suomi,,
13,Käyntiosoite,Pienkodinkatu 9 F 15  33560  Tampere  Suomi,,
14,Puhelin,0505521180,,
15,Sähköposti,markku.korhonen(a)ringsidemedia.fi,,
