,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fin Pol Technology Oy Ltd,29.11.2017,
1,Y-tunnus,2690612-6,,
2,Kotipaikka,Vantaa,18.06.2015,
3,Yritysmuoto,Osakeyhtiö,18.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,18.06.2015,,
6,Lakkaamisajankohta,20.09.2021,20.09.2021,
7,Viimeisin rekisteröintiajankohta,20.09.2021,20.09.2021,
8,Yrityksen tiedot järjestelmässä alkaen,18.06.2015,,
9,Yrityksen tila,Lakannut,20.09.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
