,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nutley Ab,06.11.2015,
1,Y-tunnus,2721682-1,,
2,Kotipaikka,Espoo,06.11.2015,
3,Yritysmuoto,Osakeyhtiö,06.11.2015,
4,Yrityksen kieli,ruotsi,,
5,Rekisteröintiajankohta,06.11.2015,,
6,Viimeisin rekisteröintiajankohta,16.03.2023,16.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,06.11.2015,,
8,Yrityksen tila,Rekisterissä,06.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.03.2023,
11,Yhteystiedot,,07.08.2019,
12,Postiosoite,c/o Ehrnrooth  Jungfrustigen 2a A 1  00140  Helsingfors  Suomi,,
13,Puhelin,0400363864,,
14,Sähköposti,henrik.ehrnrooth(a)kone.com,,
