,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Ostola,08.04.2015,
1,Y-tunnus,2683785-3,,
2,Kotipaikka,Ähtäri,08.04.2015,
3,Yritysmuoto,Osakeyhtiö,08.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.04.2015,,
6,Viimeisin rekisteröintiajankohta,06.04.2022,06.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.04.2015,,
8,Yrityksen tila,Rekisterissä,08.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.02.2021,
11,Yhteystiedot,,20.03.2019,
12,Postiosoite,c/o Pasi Poukka  Pöyhösentie 14  63700  Ähtäri  Suomi,,
13,Käyntiosoite,c/o Pasi Poukka  Pöyhösentie 14  63700  Ähtäri  Suomi,,
14,Puhelin,0500666668,,
15,Sähköposti,pasi.poukka(a)hotmail.fi,,
