,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PM Drives Oy,03.11.2015,
1,Y-tunnus,2719525-8,,
2,Kotipaikka,Vantaa,03.11.2015,
3,Yritysmuoto,Osakeyhtiö,03.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.11.2015,,
6,Lakkaamisajankohta,26.07.2018,26.07.2018,
7,Viimeisin rekisteröintiajankohta,26.07.2018,26.07.2018,
8,Yrityksen tiedot järjestelmässä alkaen,03.11.2015,,
9,Yrityksen tila,Lakannut,26.07.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
