,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Petcoff OY,13.07.2015,
1,Y-tunnus,2694786-8,,
2,Kotipaikka,Iitti,13.07.2015,
3,Yritysmuoto,Osakeyhtiö,13.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.07.2015,,
6,Lakkaamisajankohta,19.09.2022,19.09.2022,
7,Viimeisin rekisteröintiajankohta,19.09.2022,19.09.2022,
8,Yrityksen tiedot järjestelmässä alkaen,13.07.2015,,
9,Yrityksen tila,Lakannut,19.09.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
