,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,RekkaEhjäämö Oy,03.12.2015,
1,Y-tunnus,2727398-1,,
2,Kotipaikka,Keuruu,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Lakkaamisajankohta,22.08.2018,22.08.2018,
7,Viimeisin rekisteröintiajankohta,22.08.2018,22.08.2018,
8,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
9,Yrityksen tila,Lakannut,22.08.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
