,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Derin oy,05.03.2015,
1,Y-tunnus,2664339-7,,
2,Kotipaikka,Helsinki,05.03.2015,
3,Yritysmuoto,Osakeyhtiö,05.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.03.2015,,
6,Viimeisin rekisteröintiajankohta,05.08.2022,05.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.03.2015,,
8,Yrityksen tila,Rekisterissä,05.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,10.08.2020,
12,Postiosoite,c/o kontulankaari 1 B PL 211  kontulankaari 1 B 211  00940  Helsinki  Suomi,,
13,Käyntiosoite,Kontulankaari 1 A 3  00940  Helsinki  Suomi,,
14,Puhelin,0465651675,,
15,Sähköposti,derin.oy(a)hotmail.com,,
