,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fin-Machining Oy,07.01.2016,
1,Y-tunnus,2726478-6,,
2,Kotipaikka,Joensuu,07.01.2016,
3,Yritysmuoto,Osakeyhtiö,07.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,07.01.2016,,
6,Lakkaamisajankohta,23.02.2021,23.02.2021,
7,Viimeisin rekisteröintiajankohta,23.02.2021,23.02.2021,
8,Yrityksen tiedot järjestelmässä alkaen,07.01.2016,,
9,Yrityksen tila,Lakannut,23.02.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
