,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MUNDI sijoitusasunnot Oy,29.01.2016,
1,Y-tunnus,2737274-4,,
2,Kotipaikka,Turku,29.01.2016,
3,Yritysmuoto,Osakeyhtiö,29.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.01.2016,,
6,Lakkaamisajankohta,31.12.2019,31.12.2019,
7,Viimeisin rekisteröintiajankohta,16.04.2020,16.04.2020,
8,Yrityksen tiedot järjestelmässä alkaen,29.01.2016,,
9,Yrityksen tila,Lakannut,31.12.2019,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
