,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Soil Boys Oy,16.01.2015,
1,Y-tunnus,2663790-7,,
2,Kotipaikka,Helsinki,16.01.2015,
3,Yritysmuoto,Osakeyhtiö,16.01.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.01.2015,,
6,Lakkaamisajankohta,24.11.2021,24.11.2021,
7,Viimeisin rekisteröintiajankohta,01.12.2021,01.12.2021,
8,Yrityksen tiedot järjestelmässä alkaen,16.01.2015,,
9,Yrityksen tila,Lakannut,24.11.2021,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
