,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennustyö Timo Kukkonen Oy,27.07.2015,
1,Y-tunnus,2696605-7,,
2,Kotipaikka,Jokioinen,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Viimeisin rekisteröintiajankohta,10.11.2022,10.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
8,Yrityksen tila,Rekisterissä,27.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,16.06.2015,
12,Postiosoite,31600  Jokioinen  Suomi,,
13,Puhelin,0405115347,,
14,Www,http://www.timokukkonen.fi,,
