,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lahden Ykkösvarasto Oy,27.07.2015,
1,Y-tunnus,2694143-1,,
2,Kotipaikka,Lahti,27.07.2015,
3,Yritysmuoto,Osakeyhtiö,27.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.07.2015,,
6,Lakkaamisajankohta,20.12.2018,20.12.2018,
7,Viimeisin rekisteröintiajankohta,20.12.2018,20.12.2018,
8,Yrityksen tiedot järjestelmässä alkaen,27.07.2015,,
9,Yrityksen tila,Lakannut,20.12.2018,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
